""	"TCGA.61.2610"	"TCGA.13.0889"	"TCGA.24.1103"	"TCGA.23.1111"	"TCGA.23.2641"	"TCGA.61.1741"	"TCGA.OY.A56P"	"TCGA.09.2049"	"TCGA.24.2267"	"TCGA.13.1487"	"TCGA.04.1646"	"TCGA.13.0920"	"TCGA.61.1914"	"TCGA.59.2354"	"TCGA.24.1843"	"TCGA.24.2289"	"TCGA.10.0930"	"TCGA.13.1481"	"TCGA.25.2391"	"TCGA.04.1331"	"TCGA.23.1114"	"TCGA.13.0916"	"TCGA.24.1846"	"TCGA.13.1504"	"TCGA.20.1687"	"TCGA.29.1688"	"TCGA.29.1693"	"TCGA.23.1110"	"TCGA.29.1768"	"TCGA.42.2588"	"TCGA.24.2035"	"TCGA.04.1362"	"TCGA.24.1552"	"TCGA.04.1356"	"TCGA.24.2024"	"TCGA.61.1915"	"TCGA.24.2261"	"TCGA.09.1675"	"TCGA.13.0805"	"TCGA.13.0717"	"TCGA.09.2053"	"TCGA.24.1474"	"TCGA.13.1510"	"TCGA.04.1361"	"TCGA.61.1737"	"TCGA.13.0795"	"TCGA.23.1123"	"TCGA.23.1118"	"TCGA.04.1369"	"TCGA.13.0791"	"TCGA.24.1562"	"TCGA.24.2260"	"TCGA.57.1992"	"TCGA.61.1910"	"TCGA.29.1691"	"TCGA.24.2298"	"TCGA.13.0794"	"TCGA.61.1913"	"TCGA.42.2591"	"TCGA.13.0887"	"TCGA.25.2398"	"TCGA.61.2095"	"TCGA.36.2547"	"TCGA.61.1899"	"TCGA.23.1021"	"TCGA.13.0804"	"TCGA.29.1769"	"TCGA.61.2016"	"TCGA.24.1435"	"TCGA.13.1495"	"TCGA.23.1027"	"TCGA.25.2392"	"TCGA.59.2352"	"TCGA.36.2545"	"TCGA.61.1738"	"TCGA.20.1682"	"TCGA.36.2532"	"TCGA.42.2593"	"TCGA.30.1714"	"TCGA.24.1927"	"TCGA.13.1494"	"TCGA.24.1469"	"TCGA.09.0365"	"TCGA.29.1699"	"TCGA.25.1319"	"TCGA.61.2104"	"TCGA.61.1740"	"TCGA.31.1959"	"TCGA.61.2087"	"TCGA.10.0931"	"TCGA.13.0923"	"TCGA.29.1764"	"TCGA.23.2645"	"TCGA.42.2590"	"TCGA.09.0364"	"TCGA.13.1483"	"TCGA.OY.A56Q"	"TCGA.29.1763"	"TCGA.04.1648"	"TCGA.04.1336"
"SCN10A"	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	1	1
"ERBB4"	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1
"PRKDC"	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1
"FLNA"	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	0	0
"RANBP2"	0	1	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0
"PTEN"	0	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0
"DNAH5"	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1
"RYR3"	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0
"COL3A1"	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	1	1	0	1	1	0
"SCN3A"	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0
"SYNE2"	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0
"COL4A4"	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1
"FAT3"	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1
"TG"	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0
"TENM1"	0	1	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1
"FBN2"	1	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1
"ATP2B3"	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0
"COL22A1"	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0
"MYH9"	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0
"UNC13C"	1	1	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1
"EPHA3"	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1
"AHNAK2"	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	0	0	0
"CACNA1C"	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1
"LYST"	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1	1	0
"CSMD3"	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1
"KMT2A"	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0
"SDK1"	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	1	1
"MYO3A"	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1
"RPL22"	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	1	0	1	1	1	0
"MYCBP2"	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0
"MAP3K1"	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0
"SCN11A"	1	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0
"AHNAK"	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	1	0
"MYH7"	1	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1
"PTPRT"	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0
"MYH10"	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1
"RYR2"	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1
"MYH2"	1	0	1	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0
"UBR5"	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0
"ABCA13"	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0
"COL6A3"	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	1	1	1	1	0
"DNAH11"	1	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0
"LPA"	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1
"HERC2"	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0
"IDH1"	0	1	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0
