SW837	SW1463	RCM-1	CaR-1	SNU-283	SNU-61
NRG1	-1	-0.667	-0.667	-1.293	-1	-1.293
UNC5D	-1	-0.667	-0.667	-1.293	-1	-1.293
KCNU1	-1	-0.667	-0.667	-1.293	0	-1.293
ZNF703	-1	-0.667	-0.667	0.001	0	-1.293
ERLIN2	-1	-0.667	-0.667	0.001	0	-1.293
LOC728024	-1	-0.667	-0.667	0.001	0	-1.293
PROSC	-1	-0.667	-0.667	0.001	0	-1.293
GPR124	-1	-0.667	-0.667	0.001	0	-1.293
BRF2	-1	-0.667	-0.667	0.001	0	-1.293
RAB11FIP1	-1	-0.667	-0.667	0.001	0	-1.293
GOT1L1	-1	-0.667	-0.667	0.001	0	-1.293
ADRB3	2	-0.667	-0.667	0.001	0	-1.293
EIF4EBP1	2	-0.667	-0.667	0.001	0	-1.293
ASH2L	2	-0.667	-0.667	0.001	0	-1.293
STAR	2	-0.667	-0.667	0.001	0	-1.293
LSM1	2	-0.667	-0.667	0.001	0	-1.293
BAG4	2	-0.667	-0.667	0.001	0	-1.293
DDHD2	2	-0.667	-0.667	0.001	0	-1.293
PPAPDC1B	2	-0.667	-0.667	0.001	0	-1.293
WHSC1L1	2	-0.667	-0.667	0.001	0	-1.293
LETM2	2	-0.667	-0.667	0.001	0	-1.293
FGFR1	2	-0.667	-0.667	0.001	0	-1.293
C8orf86	2	-0.667	-0.667	0.001	0	-1.293
RNF5P1|chr8	2	-0.667	-0.667	0.001	0	-1.293
TACC1	2	-0.667	-0.667	0.001	0	-1.293
PLEKHA2	1	-0.667	-0.667	0.001	0	-1.293
HTRA4	1	-0.667	-0.667	0.001	0	-1.293
TM2D2	1	-0.667	-0.667	0.001	0	-1.293
ADAM9	1	-0.667	-0.667	0.001	0	-1.293
ADAM32	1	-0.667	-0.667	0.001	0	-1.293
ADAM3A	1	-0.667	-0.667	0.001	0	-1.293
LOC100130964	1	-0.667	-0.667	0.001	0	-1.293
ADAM18	1	-0.667	-0.667	0.001	0	-1.293
ADAM2	0	-0.667	-0.667	0.001	0	-1.293
IDO1	0	-0.667	-0.667	0.001	0	-0.667
IDO2	0	-0.667	-0.667	0.001	0	-0.667
C8orf4	0	-0.667	-0.667	0.001	0	-0.667
ZMAT4	0	-0.667	-0.667	0.001	0	0
SFRP1	0	-0.667	-0.667	0.001	0	0
GOLGA7	0	-0.667	0.667	0.001	0	0
GINS4	0	-0.667	0.667	0.001	0	0
AGPAT6	0	-0.667	0.667	0.001	0	0
NKX6-3	0	-0.667	0.667	0.001	0	0
ANK1	0	-0.667	0.667	0.001	0	0
MIR486	0	-0.667	0.667	0.001	0	0
KAT6A	0	-0.667	0.667	0.001	0	0
AP3M2	0	-0.667	0.667	0.001	0	0
PLAT	0	-0.667	0.667	0.001	0	0
IKBKB	0	-0.667	0.667	0.001	0	0
POLB	0	-0.667	0.667	0.001	0	0
DKK4	0	-0.667	0.667	0.001	0	0
VDAC3	0	-0.667	0.667	0.001	0	0
SLC20A2	0	-0.667	0.667	0.001	0	0
CHRNB3	0	-0.667	0.667	0.001	0	0
CHRNA6	0	-0.667	0.667	0.001	0	0
RNF170	0	-0.667	0.667	0.001	0	0
THAP1	0	-0.667	0.667	0.001	0	0
HOOK3	0	-0.667	0.667	0.001	0	0
MIR4469	0	-0.667	0.667	0.001	0	0
FNTA	0	-0.667	0.667	0.001	0	0
HGSNAT	0	-0.667	0.667	0.001	0	0
POTEA	0	-0.667	0.667	0.001	0	-0.667
LINC00293	1	-0.667	0.667	0.001	0	-0.667
CEBPD	1	-0.667	0.667	0.001	0	-0.667
PRKDC	1	-0.667	0.667	0.001	0	-0.667
MCM4	1	-0.667	0.667	0.001	0	-0.667
UBE2V2	1	-0.667	0.667	0.001	0	-0.667
EFCAB1	1	0.667	0.667	0.001	0	-0.667
SNAI2	1	0.667	0.667	0.001	0	-0.667
C8orf22	1	0.667	0.667	0.001	0	-0.667
SNTG1	1	2	0.667	0.001	0	-0.667
PXDNL	1	2	0.667	0.001	0	-0.667
PCMTD1	1	2	0.667	0.001	0	-0.667
ST18	1	2	0.667	0.001	0	-0.667
FAM150A	1	2	0.667	0.001	0	-0.667
RB1CC1	1	2	0.667	0.001	0	-0.667
NPBWR1	1	2	0.667	0.001	0	-0.667
OPRK1	1	2	0.667	0.001	0	-0.667
ATP6V1H	1	1.333	0.667	0.001	0	-0.667
RGS20	1	1.333	0.667	0.001	0	-0.667
TCEA1	1	1.333	0.667	0.001	0	-0.667
LYPLA1	1	1.333	0.667	0.001	0	-0.667
MRPL15	1	1.333	0.667	0.001	0	-0.667
SOX17	1	1.333	0.667	0.001	0	-0.667
RP1	1	1.333	0.667	0.001	0	-0.667
XKR4	1	1.333	0.667	0.001	0	-0.667
SBF1P1	1	1.333	0.667	0.001	0	-0.667
TMEM68	1	1.333	0.667	0.001	0	-0.667
TGS1	1	1.333	0.667	0.001	0	-0.667
LYN	1	1.333	0.667	0.001	0	-0.667
RPS20	1	1.333	0.667	0.001	0	-0.667
SNORD54	1	1.333	0.667	0.001	0	-0.667
MOS	1	1.333	0.667	0.001	0	-0.667
PLAG1	1	1.333	0.667	-0.667	0	-0.667
CHCHD7	1	1.333	0.667	-0.667	0	-0.667
SDR16C5	1	1.333	0.667	-0.667	0	-0.667
PENK	1	1.333	0.667	-0.667	0	-0.667
IMPAD1	1	1.333	0.667	-0.667	0	-0.667
FAM110B	1	2	0.667	-0.667	0	-0.667
UBXN2B	1	2	0.667	-0.667	0	-0.667
CYP7A1	1	2	0.667	-0.667	0	-0.667
SDCBP	1	2	0.667	-0.667	0	-0.667
NSMAF	1	2	0.667	-0.667	0	-0.667
TOX	1	2	0.667	-0.667	0	-0.667
CA8	0	2	0.667	-0.667	0	-0.667
RAB2A	0	2	0.667	-0.667	0	-0.667
CHD7	0	2	0.667	-0.667	0	-0.667
LOC100130298	0	2	0.667	-0.667	0	-0.667
CLVS1	0	2	0.667	-0.667	0	-0.667
ASPH	0	2	0.667	-0.667	0	-0.667
MIR4470	0	2	0.667	-0.667	0	-0.667
NKAIN3	0	2	0.667	-0.667	0	-0.667
UG0898H09	0	1.333	0.667	-0.667	0	-0.667
GGH	0	1.333	0.667	-0.667	0	-0.667
TTPA	0	1.333	0.667	-0.667	0	-0.667
YTHDF3	0	1.333	0.667	-0.667	0	-0.667
MIR124-2	0	1.333	0.667	-0.667	0	-0.667
LOC401463	0	1.333	0.667	-0.667	0	-0.667
BHLHE22	0	1.333	0.667	-0.667	0	-0.667
CYP7B1	0	1.333	0.667	-0.667	0	-0.667
LINC00251	0	1.333	0.667	-0.667	0	-0.667
LOC286186	0	1.333	0.667	-0.667	0	-0.667
ARMC1	0	1.333	0.667	-0.667	0	-0.667
MTFR1	0	1.333	0.667	-0.667	0	-0.667
PDE7A	0	1.333	0.667	-0.667	0	-0.667
DNAJC5B	0	1.333	0.667	-0.667	0	-0.667
TRIM55	0	1.333	0.667	-0.667	0	-0.667
CRH	0	1.333	0.667	-0.667	0	-0.667
ADHFE1	0	1.333	0.667	-0.667	0	-0.667
RRS1	0	1.333	0.667	-0.667	0	-0.667
C8orf46	0	1.333	0.667	-0.667	0	-0.667
MYBL1	0	1.333	0.667	-0.667	0	-0.667
VCPIP1	0	1.333	0.667	-0.667	0	-0.667
C8orf44-SGK3	0	1.333	0.667	-0.667	0	-0.667
C8orf44	0	1.333	0.667	-0.667	0	-0.667
SGK3	0	1.333	0.667	-0.667	0	-0.667
PTTG3P	0	1.333	0.667	-0.667	0	-0.667
SNHG6	0	1.333	0.667	-0.667	0	-0.667
SNORD87	0	1.333	0.667	-0.667	0	-0.667
TCF24	0	1.333	0.667	-0.667	0	-0.667
PPP1R42	0	1.333	0.667	-0.667	0	-0.667
COPS5	0	1.333	0.667	-0.667	0	-0.667
CSPP1	0	1.333	0.667	-0.667	0	-0.667
ARFGEF1	0	1.333	0.667	-0.667	0	-0.667
CPA6	0	1.333	0.667	-0.667	0	-0.667
PREX2	0	2	0.667	-0.667	0	-0.667
LOC286189	0	2	0.667	-0.667	0	-0.667
C8orf34	0	2	0.667	-0.667	0	-0.667
SULF1	0	2	0.667	-0.667	0	-0.667
SLCO5A1	0	2	0.667	-0.667	0	-0.667
PRDM14	0	2	0.667	-0.667	0	-0.667
NCOA2	0	2	0.667	-0.667	0	-0.667
TRAM1	0	2	0.667	-0.667	0	-0.667
LACTB2	0	2	0.667	-0.667	0	-0.667
LOC286190	0	2	0.667	-0.667	0	-0.667
XKR9	0	2	0.667	-0.667	0	-0.667
EYA1	0	2	0.667	-0.667	0	-0.667
LOC100132891	0	2	0.667	-0.667	0	-0.667
MSC	0	2	0.667	-0.667	0	-0.667
TRPA1	0	2	0.667	-0.667	0	-0.667
LOC392232	0	2	0.667	-0.667	0	-0.667
KCNB2	0	2	0.667	-0.667	0	-0.667
TERF1	0	2	0.667	-0.667	0	-0.667
LOC100130301	0	2	0.667	-0.667	0	-0.667
RDH10	0	2	0.667	-0.667	0	-0.667
RPL7	0	2	0.667	-0.667	0	-0.667
STAU2	0	2	0.667	-0.667	0	-0.667
UBE2W	0	2	0.667	-0.667	0	-0.667
LY96	0	2	0.667	-0.667	0	-0.667
TCEB1	0	2	0.667	-0.667	0	-0.667
TMEM70	0	2	0.667	-0.667	0	-0.667
JPH1	0	2	0.667	-0.667	0	-0.667
GDAP1	0	2	0.667	-0.667	0	-0.667
FLJ39080	0	2	0.667	-0.667	0	-0.667
MIR2052	0	2	0.667	-0.667	0	-0.667
PI15	0	2	0.667	-0.667	0	-0.667
CRISPLD1	0	2	0.667	-0.667	0	-0.667
HNF4G	0	2	0.667	-0.667	0	-0.667
ZFHX4	0	2	0.667	-0.667	0	-0.667
hsa-mir-3149	0	2	0.667	-0.667	0	-0.667
PEX2	0	2	0.667	-0.667	0	-0.667
PKIA	0	2	0.667	-0.667	0	-0.667
ZC2HC1A	0	2	0.667	-0.667	0	-0.667
IL7	0	2	0.667	-0.667	0	-0.667
STMN2	0	2	0.667	-0.667	0	-0.667
HEY1	0	2	0.667	-0.667	0	-0.667
MRPS28	0	2	0.667	-0.667	0	-0.667
TPD52	0	2	0.667	-0.667	0	-0.667
ZBTB10	0	2	0.667	-0.667	0	-0.667
ZNF704	0	2	0.667	-0.667	0	-0.667
PAG1	0	2	0.667	-0.667	0	-0.667
FABP5	0	2	0.667	-0.667	0	-0.667
PMP2	0	2	0.667	-0.667	0	-0.667
FABP9	0	2	0.667	-0.667	0	-0.667
FABP4	0	2	0.667	-0.667	0	-0.667
FABP12	0	2	0.667	-0.667	0	-0.667
IMPA1	0	2	0.667	-0.667	0	-0.667
SLC10A5	0	2	0.667	-0.667	0	-0.667
ZFAND1	0	2	0.667	-0.667	0	-0.667
CHMP4C	0	2	0.667	-0.667	0	-0.667
SNX16	0	2	0.667	-0.667	0	-0.667
RALYL	0	2	0.667	0	0	-0.667
LRRCC1	0	2	0.667	0	0	-0.667
E2F5	0	1.333	0.667	0	0	-0.667
C8orf59	0	1.333	0.667	0	0	-0.667
CA13	0	1.333	0.667	0	0	-0.667
CA1	0	1.333	0.667	0	0	-0.667
CA2	0	1.333	0.667	0	0	-0.667
CA3	0	1.333	0.667	0	0	-0.667
REXO1L2P	0	1.333	0.667	0	0	-0.667
PSKH2	0	1.333	0.667	0	0	-0.667
ATP6V0D2	0	1.333	0.667	0	0	-0.667
SLC7A13	0	1.333	0.667	0	0	-0.667
WWP1	0	1.333	0.667	0	0	-0.667
CPNE3	0	1.333	0.667	0	0	-0.667
CNGB3	0	1.333	0.667	0	0	-0.667
CNBD1	0	1.333	0.667	0	0	-0.667
DCAF4L2	0	1.333	0.667	0	0	-0.667
MMP16	0	1.333	0.667	0	0	-0.667
RIPK2	0	1.333	0.667	0	0	-0.667
OSGIN2	0	1.333	0.667	0	0	-0.667
NBN	0	1.333	0.667	0	0	-0.667
DECR1	0	1.333	0.667	0	0	-0.667
CALB1	0	1.333	0.667	0	0	-0.667
TMEM64	0	1.333	0.667	0	0	-0.667
NECAB1	0	1.333	0.667	0	0	-0.667
TMEM55A	0	1.333	0.667	0	0	-0.667
OTUD6B	0	1.333	0.667	0	0	-0.667
LRRC69	0	1.333	0.667	0	0	-0.667
MIR4661	0	1.333	0.667	0	0	-0.667
SLC26A7	0	1.333	0.667	0	0	-0.667
RUNX1T1	0	1.333	0.667	0	0	-0.667
FLJ46284	0	1.333	0.667	0	0	-0.667
LINC00535	0	1.333	0.667	0	0	-0.667
FAM92A1	0	1.333	0.667	0	0	-0.667
RBM12B	1	1.333	0.667	0	0	-0.667
TMEM67	1	1.333	0.667	0	0	-0.667
MIR378D2	1	1.333	0.667	0	0	-0.667
PDP1	1	1.333	0.667	0	0	-0.667
CDH17	1	1.333	0.667	0	0	-0.667
GEM	1	1.333	0.667	0	0	-0.667
FSBP	1	1.333	0.667	0	0	-0.667
RAD54B	1	1.333	0.667	0	0	-0.667
KIAA1429	0	1.333	0.667	0	0	-0.667
ESRP1	0	1.333	0.667	0	0	-0.667
LOC100288748	0	1.333	0.667	0	0	-0.667
DPY19L4	0	1.333	0.667	0	0	-0.667
INTS8	0	1.333	0.667	0	0	-0.667
CCNE2	0	1.333	0.667	0	0	-0.667
TP53INP1	0	1.333	0.667	0	0	-0.667
MIR3150A	0	1.333	0.667	0	0	-0.667
MIR3150B	0	1.333	0.667	0	0	-0.667
PLEKHF2	0	1.333	0.667	0	0	-0.667
C8orf69	0	1.333	0.667	0	0	-0.667
C8orf37	0	1.333	0.667	0	0	-0.667
LOC100616530	0	1.333	0.667	0	0	-0.667
LOC100500773	0	1.333	0.667	0	0	-0.667
GDF6	0	1.333	0.667	0	0	-0.667
UQCRB	0	1.333	0.667	0	0	-0.667
MTERFD1	0	1.333	0.667	0	0	-0.667
PTDSS1	0	1.333	0.667	0	0	-0.667
SDC2	0	1.333	0.667	0	0	-0.667
TSPYL5	0	1.333	0.667	0	0	-0.667
MTDH	0	1.333	0.667	0	0	-0.667
LAPTM4B	0	1.333	0.667	0	0	-0.667
MATN2	0	1.333	0.667	0	0	-0.667
RPL30	0	1.333	0.667	0	0	-0.667
SNORA72	0	1.333	0.667	0	0	-0.667
HRSP12	0	1.333	0.667	0	0	-0.667
POP1	0	1.333	0.667	0	0	-0.667
NIPAL2	0	1.333	0.667	0	0	-0.667
KCNS2	0	1.333	0.667	0	0	-0.667
STK3	0	1.333	0.667	0	0	-0.667
OSR2	0	1.333	0.667	0	0	-0.667
VPS13B	0	1.333	0.667	0	0	-0.667
MIR599	0	1.333	0.667	0	0	-0.667
MIR875	0	1.333	0.667	0	0	-0.667
COX6C	0	1.333	0.667	0	0	-0.667
RGS22	0	1.333	0.667	0	0	-0.667
hsa-mir-1273	0	1.333	0.667	0	0	-0.667
FBXO43	0	1.333	0.667	0	0	-0.667
POLR2K	0	1.333	0.667	0	0	-0.667
SPAG1	0	1.333	0.667	0	0	-0.667
RNF19A	0	1.333	0.667	0	0	-0.667
MIR4471	0	1.333	0.667	0	0	-0.667
ANKRD46	0	1.333	0.667	0	0	-0.667
SNX31	0	1.333	0.667	0	0	-0.667
PABPC1	0	1.333	0.667	0	0	-0.667
YWHAZ	0	1.333	0.667	0	0	-0.667
FLJ42969	0	1.333	0.667	0	0	-0.667
ZNF706	0	1.333	0.667	0	0	-0.667
NACAP1	0	1.333	0.667	0	0	-0.667
GRHL2	0	1.333	0.667	0	0	-0.667
NCALD	0	1.333	0.667	0	0	-0.667
RRM2B	0	1.333	0.667	0	0	-0.667
UBR5	0	1.333	0.667	0	0	-0.667
ODF1	0	1.333	0.667	0	0	-0.667
KLF10	0	1.333	0.667	0	0	-0.667
AZIN1	0	1.333	0.667	0	0	-0.667
ATP6V1C1	0	1.333	0.667	0	0	-0.667
BAALC	0	1.333	0.667	0	0	-0.667
MIR3151	0	1.333	0.667	0	0	-0.667
FZD6	0	1.333	0.667	0	0	-0.667
CTHRC1	0	1.333	0.667	0	0	-0.667
SLC25A32	0	1.333	0.667	0	0	-0.667
DCAF13	0	1.333	0.667	0	0	-0.667
RIMS2	0	1.333	0.667	0	0	-0.667
DPYS	0	1.333	0.667	0	0	-0.667
LRP12	0	1.333	0.667	0	0	-0.667
hsa-mir-548a-3	0	1.333	0.667	0	0	-0.667
ZFPM2	0	1.333	0.667	0	0	-0.667
OXR1	0	1.333	0.667	0	0	-0.667
ABRA	0	1.333	0.667	0	0	-0.667
ANGPT1	0	1.333	0.667	0	0	-0.667
RSPO2	0	1.333	0.667	0	0	-0.667
EIF3E	0	1.333	0.667	0	0	-0.667
TMEM74	0	1.333	0.667	0	0	-0.667
TRHR	0	1.333	0.667	0	0	-0.667
NUDCD1	0	1.333	0.667	0	0	-0.667
ENY2	0	1.333	0.667	0	0	-0.667
PKHD1L1	0	1.333	0.667	0	0	-0.667
EBAG9	0	1.333	0.667	0	0	-0.667
SYBU	0	1.333	0.667	0	0	-0.667
KCNV1	0	2	0.667	0	0	-0.667
CSMD3	0	2	0.667	0	0	-0.667
MIR2053	0	2	0.667	0	0	-0.667
TRPS1	0	2	0.667	0	0	-0.667
LINC00536	0	2	0.667	0	0	-0.667
EIF3H	0	2	0.667	0	0	-0.667
UTP23	0	2	0.667	0	0	-0.667
RAD21	0	2	0.667	0	0	-0.667
MIR3610	0	2	0.667	0	0	-0.667
RAD21-AS1	0	2	0.667	0	0	-0.667
SLC30A8	0	2	0.667	0	0	-0.667
MED30	0	2	0.667	0	0	-0.667
EXT1	0	2	0.667	0	0	-0.667
SAMD12	0	2	0.667	0	0	-0.667
SAMD12-AS1	0	2	0.667	0	0	-0.667
TNFRSF11B	0	2	0.667	0	0	-0.667
COLEC10	0	2	0.667	0	0	-0.667
MAL2	0	2	0.667	0	0	-0.667
NOV	0	2	0.667	0	0	-0.667
ENPP2	0	2	0.667	0	0	-0.667
TAF2	0	2	0.667	0	0	-0.667
DSCC1	0	2	0.667	0	0	-0.667
DEPTOR	0	2	0.667	0	0	-0.667
COL14A1	0	2	0.667	0	0	-0.667
MRPL13	0	2	0.667	0	0	-0.667
MTBP	0	2	0.667	0	0	-0.667
SNTB1	0	2	0.667	0	0	-0.667
HAS2	0	2	0.667	0	0	3.336
HAS2-AS1	0	2	0.667	0	0	3.336
ZHX2	0	1.333	0.667	0	0	3.336
DERL1	0	1.333	0.667	0	0	3.336
FAM83A	0	1.333	0.667	0	0	3.336
C8orf76	0	1.333	0.667	0	0	3.336
MIR4663	0	1.333	0.667	0	0	3.336
ZHX1-C8ORF76	0	1.333	0.667	0	0	3.336
ZHX1	0	1.333	0.667	0	0	3.336
ATAD2	0	1.333	0.667	0	0	3.336
hsa-mir-548d-1	0	1.333	0.667	0	0	3.336
WDYHV1	0	1.333	0.667	0	0	3.336
FBXO32	0	1.333	0.667	0	0	3.336
KLHL38	0	1.333	0.667	0	0	3.336
ANXA13	0	1.333	0.667	0	0	3.336
FAM91A1	0	1.333	0.667	0	0	3.336
FER1L6	0	1.333	0.667	0	0	3.336
FER1L6-AS1	0	1.333	0.667	0	0	3.336
TMEM65	0	1.333	0.667	0	0	3.336
TRMT12	0	1.333	0.667	0	0	3.336
RNF139	0	1.333	0.667	0	0	3.336
TATDN1	0	1.333	0.667	0	0	3.336
NDUFB9	0	1.333	0.667	0	0	3.336
MTSS1	0	1.333	0.667	0	0	3.336
ZNF572	0	1.333	0.667	0	0	3.336
SQLE	0	1.333	0.667	0	0	3.336
KIAA0196	0	1.333	0.667	0	0	3.336
NSMCE2	1	1.333	0.667	0	0	3.336
TRIB1	1	1.333	0.667	0	0	3.336
FAM84B	0	1.333	0.667	0	0	3.657
PCAT1	0	1.333	0.667	0	0	3.657
POU5F1B	0	1.333	0.667	0	0	3.657
MYC	0	1.333	0.667	0	0	3.333
MIR1204	0	1.333	0.667	0	0	3.333
PVT1	0	1.333	0.667	0	0	3.333
MIR1205	0	1.333	0.667	0	0	3.333
MIR1206	0	1.333	0.667	0	0	3.333
MIR1207	0	1.333	0.667	0	0	3.333
MIR1208	0	1.333	0.667	0	0	3.333
GSDMC	0	1.333	0.667	0	0	3.657
FAM49B	0	1.333	0.667	0	0	3.657
ASAP1	0	1.333	0.667	0	0	3.657
ASAP1-IT1	0	1.333	0.667	0	0	3.657
ADCY8	0	1.333	0.667	0	0	3.657
EFR3A	0	1.333	0.667	0.667	0	3.657
OC90	0	1.333	0.667	0.667	0	3.657
HHLA1	0	1.333	0.667	0.667	0	3.657
KCNQ3	0	1.333	0.667	0.667	0	3.657
HPYR1	0	1.333	0.667	0.667	0	3.657
LRRC6	0	1.333	0.667	0.667	0	3.657
TMEM71	0	1.333	0.667	0.667	0	3.657
PHF20L1	0	1.333	0.667	0.667	0	3.657
TG	0	1.333	0.667	0.667	0	3.657
SLA	0	1.333	0.667	0.667	0	3.333
WISP1	0	1.333	0.667	0.667	0	-0.667
NDRG1	0	1.333	0.667	0.667	0	-0.667
ST3GAL1	0	1.333	0.667	0.667	0	-0.667
ZFAT	0	1.333	0.667	0.667	0	-0.667
ZFAT-AS1	0	1.333	0.667	0.667	0	-0.667
MIR30B	0	1.333	0.667	0.667	0	-0.667
MIR30D	0	1.333	0.667	0.667	0	-0.667
KHDRBS3	0	1.333	0.667	0.667	0	-0.667
FAM135B	0	1.333	0.667	0.667	0	-0.667
COL22A1	0	1.333	0.667	0.667	0	-0.667
KCNK9	0	1.333	0.667	0.667	0	-0.667
TRAPPC9	0	1.333	0.667	0.667	0	-0.667
CHRAC1	0	1.333	0.667	0.667	0	-0.667
PTK2	0	1.333	0.667	0.667	0	-0.667
hsa-mir-151	0	1.333	0.667	0.667	0	-0.667
DENND3	0	1.333	0.667	0.667	0	-0.667
SLC45A4	0	1.333	0.667	0.667	0	-0.667
GPR20	0	1.333	0.667	0.667	0	-0.667
LOC731779	0	1.333	0.667	0.667	0	-0.667
PTP4A3	0	1.333	0.667	0.667	0	-0.667
hsa-mir-1302-7	0	1.333	0	0.667	0	-0.667
MIR4472-1	0	1.333	0	0.667	0	-0.667
LINC00051	0	1.333	0	0.667	0	-0.667
TSNARE1	0	1.333	0	0.667	0	-0.667
BAI1	0	1.333	0	0.667	0	-0.667
ARC	0	1.333	0	0.667	0	-0.667
JRK	0	1.333	0	0.667	0	-0.667
PSCA	0	1.333	0	0.667	0	-0.667
LOC100288181	0	1.333	0	0.667	0	-0.667
LY6K	0	1.333	0	0.667	0	-0.667
SLURP1	0	1.333	0	0.667	0	-0.667
LYPD2	0	1.333	0	0.667	0	-0.667
LYNX1	0	1.333	0	0.667	0	-0.667
LY6D	0	1.333	0	0.667	0	-0.667
GML	0	1.333	0	0.667	0	-0.667
CYP11B1	0	1.333	0	0.667	0	-0.667
CYP11B2	0	1.333	0	0.667	0	-0.667
LOC100133669	0	1.333	0	0.667	0	-0.667
C8orf31	0	1.333	0	0.667	0	-0.667
LY6E	0	1.333	0	0.667	0	-0.667
LY6H	0	1.333	0	0.667	0	-0.667
GPIHBP1	0	1.333	0	0.667	0	-0.667
GLI4	0	1.333	0	0.667	0	-0.667
ZFP41	0	1.333	0	0.667	0	-0.667
ZNF696	0	1.333	0	0.667	0	-0.667
TOP1MT	0	1.333	0	0.667	0	-0.667
RHPN1	0	1.333	0	0.667	0	-0.667
MAFA	0	1.333	0	0.667	0	-0.667
ZC3H3	0	1.333	0	0.667	0	-0.667
GSDMD	0	1.333	0	0.667	0	-0.667
EEF1D	0	1.333	0	0.667	0	-0.667
NAPRT1	0	1.333	0	0.667	0	-0.667
TIGD5	0	1.333	0	0.667	0	-0.667
PYCRL	0	1.333	0	0.667	0	-0.667
TSTA3	0	1.333	0	0.667	0	-0.667
ZNF623	0	1.333	0	0.667	0	-0.667
ZNF707	0	1.333	0	0.667	0	-0.667
BREA2	0	1.333	0	0.667	0	-0.667
CCDC166	0	1.333	0	0.667	0	-0.667
FAM83H	0	1.333	0	0.667	0	-0.667
MAPK15	0	1.333	0	0.667	0	-0.667
MIR4664	0	1.333	0	0.667	0	-0.667
MIR937	0	1.333	0	0.667	0	-0.667
NRBP2	0	1.333	0	0.667	0	-0.667
PUF60	0	1.333	0	0.667	0	-0.667
SCRIB	0	1.333	0	0.667	0	-0.667
EPPK1	0	1.333	0	0.667	0	-0.667
PLEC	0	1.333	0	0.667	0	-0.667
MIR661	0	1.333	0	0.667	0	-0.667
PARP10	0	1.333	0	0.667	0	-0.667
GRINA	0	1.333	0	0.667	0	-0.667
SPATC1	0	1.333	0	0.667	0	-0.667
OPLAH	0	1.333	0	0.667	0	-0.667
EXOSC4	0	1.333	0	0.667	0	-0.667
GPAA1	0	1.333	0	0.667	0	-0.667
CYC1	0	1.333	0	0.667	0	-0.667
FAM203A	0	1.333	0	0.667	0	-0.667
KIAA1875	0	1.333	0	0.667	0	-0.667
MAF1	0	1.333	0	0.667	0	-0.667
SHARPIN	0	1.333	0	0.667	0	-0.667
BOP1	0	1.333	0	0.667	0	-0.667
SCXA	0	1.333	0	0.667	0	-0.667
SCXB	0	1.333	0	0.667	0	-0.667
DGAT1	0	1.333	0	0.667	0	-0.667
HSF1	0	1.333	0	0.667	0	-0.667
SCRT1	0	1.333	0	0.667	0	-0.667
FBXL6	0	1.333	0	0.667	0	-0.667
ADCK5	0	1.333	0	0.667	0	-0.667
CPSF1	0	1.333	0	0.667	0	-0.667
MIR1234	0	1.333	0	0.667	0	-0.667
MIR939	0	1.333	0	0.667	0	-0.667
SLC39A4	0	1.333	0	0.667	0	-0.667
VPS28	0	1.333	0	0.667	0	-0.667
TONSL	0	1.333	0	0.667	0	-0.667
CYHR1	0	1.333	0	0.667	0	-0.667
FOXH1	0	1.333	0	0.667	0	-0.667
KIFC2	0	1.333	0	0.667	0	-0.667
GPT	0	1.333	0	0.667	0	-0.667
LRRC14	0	1.333	0	0.667	0	-0.667
MFSD3	0	1.333	0	0.667	0	-0.667
PPP1R16A	0	1.333	0	0.667	0	-0.667
RECQL4	0	1.333	0	0.667	0	-0.667
ARHGAP39	0	1.333	0	0.667	0	-0.667
C8orf82	0	1.333	0	0.667	0	-0.667
LRRC24	0	1.333	0	0.667	0	-0.667
ZNF251	0	1.333	0	0.667	0	-0.667
RPL8	0	1.333	0	0.667	0	-0.667
ZNF34	0	1.333	0	0.667	0	-0.667
ZNF517	0	1.333	0	0.667	0	-0.667
ZNF7	0	1.333	0	0.667	0	-0.667
COMMD5	0	1.333	0	0.667	0	-0.667
ZNF250	0	1.333	0	0.667	0	-0.667
ZNF16	0	1.333	0	0.667	0	-0.667
TMED10P1	0	1.333	0	0.667	0	-0.667
C8orf33	0	1.333	0	0.667	0	-0.667
PTPRD	0	0	0	0.667	0	-0.667
C9orf53	0	0	0	-1.293	0	-0.667
CDKN2A	0	0	0	-1.293	0	-0.667
CDKN2B-AS1	0	0	0	-1.293	0	-0.667
CDKN2B	0	0	0	-0.667	0	-0.667
PPP6R3	0	0.667	0	0.667	-0.5	0.667
GAL	0	0.667	0	0.667	-0.5	0.667
MTL5	0	0.667	0	0.667	-0.5	0.667
CPT1A	0	0.667	0	0.667	-0.5	0.667
MRPL21	0	0.667	0	0.667	-0.5	0.667
IGHMBP2	0	0.667	0	0.667	-0.5	0.667
MRGPRD	0	0.667	0	0.667	-0.5	0.667
MRGPRF	0	0.667	0	0.667	-0.5	0.667
TPCN2	0	0.667	0	0.667	-0.5	0.667
hsa-mir-3164	0	0.667	0	0.667	-0.5	0.667
MYEOV	0	0.667	0	0.667	-0.5	0.667
CCND1	0	0.667	0	0.667	-0.5	0.667
ORAOV1	0	0.667	0	0.667	-0.5	0.667
FGF19	0	0.667	0	0.667	-0.5	0.667
FGF4	0	0.667	0	0.667	-0.5	0.667
FGF3	0	0.667	0	0.667	-0.5	0.667
ANO1	0	0.667	0	0.667	-0.5	0.667
FADD	0	0.667	0	0.667	-0.5	0.667
